,#term ID,term description,observed gene count,background gene count,strength,false discovery rate,matching proteins in your network (IDs),matching proteins in your network (labels)
44,GO:0003231,Cardiac ventricle development,11,127,0.85,0.00029,"9606.ENSP00000070846,9606.ENSP00000231121,9606.ENSP00000232424,9606.ENSP00000257566,9606.ENSP00000325526,9606.ENSP00000368632,9606.ENSP00000392028,9606.ENSP00000405004,9606.ENSP00000464162,9606.ENSP00000495564,9606.ENSP00000497112","PKP2,HAND1,HES1,TBX3,WNT11,GATA3,CHD7,ACVR1,GREB1L,GRHL2,HOXA13"
45,GO:0030335,Positive regulation of cell migration,22,529,0.54,0.00029,"9606.ENSP00000222399,9606.ENSP00000225964,9606.ENSP00000260356,9606.ENSP00000261918,9606.ENSP00000275493,9606.ENSP00000296585,9606.ENSP00000313391,9606.ENSP00000325526,9606.ENSP00000341170,9606.ENSP00000347532,9606.ENSP00000351602,9606.ENSP00000363117,9606.ENSP00000363377,9606.ENSP00000364526,9606.ENSP00000366109,9606.ENSP00000367817,9606.ENSP00000368632,9606.ENSP00000383053,9606.ENSP00000385616,9606.ENSP00000405004,9606.ENSP00000419446,9606.ENSP00000428924","LAMB1,COL1A1,THBS1,SEMA7A,EGFR,ITGA2,DAB2,WNT11,PTN,SHTN1,FUT4,FGR,FOXO4,JCAD,ANXA1,PODXL,GATA3,EPHB2,SUN2,ACVR1,ADAM9,LYN"
46,GO:0048870,Cell motility,33,1061,0.41,0.00032,"9606.ENSP00000222399,9606.ENSP00000232424,9606.ENSP00000239243,9606.ENSP00000256015,9606.ENSP00000260356,9606.ENSP00000261918,9606.ENSP00000262613,9606.ENSP00000275493,9606.ENSP00000296585,9606.ENSP00000301653,9606.ENSP00000325526,9606.ENSP00000329219,9606.ENSP00000332118,9606.ENSP00000334008,9606.ENSP00000341170,9606.ENSP00000347532,9606.ENSP00000351338,9606.ENSP00000351602,9606.ENSP00000358765,9606.ENSP00000366109,9606.ENSP00000367817,9606.ENSP00000368632,9606.ENSP00000374490,9606.ENSP00000377721,9606.ENSP00000379330,9606.ENSP00000383053,9606.ENSP00000385616,9606.ENSP00000405004,9606.ENSP00000419446,9606.ENSP00000425556,9606.ENSP00000428924,9606.ENSP00000455215,9606.ENSP00000493716","LAMB1,HES1,MSX2,BTG1,THBS1,SEMA7A,SLC9A3R1,EGFR,ITGA2,KRT16,WNT11,FMNL1,EPHB3,PARVA,PTN,SHTN1,PLXNB1,FUT4,TPBG,ANXA1,PODXL,GATA3,DNAH17,NR2F2,NFATC2,EPHB2,SUN2,ACVR1,ADAM9,PALLD,LYN,ADGRG1,EFNB2"
47,GO:0022603,Regulation of anatomical structure morphogenesis,30,920,0.43,0.0004,"9606.ENSP00000232424,9606.ENSP00000239165,9606.ENSP00000249014,9606.ENSP00000256015,9606.ENSP00000260356,9606.ENSP00000261918,9606.ENSP00000262613,9606.ENSP00000288955,9606.ENSP00000307900,9606.ENSP00000313391,9606.ENSP00000325526,9606.ENSP00000329219,9606.ENSP00000332118,9606.ENSP00000334008,9606.ENSP00000347532,9606.ENSP00000351338,9606.ENSP00000357131,9606.ENSP00000358413,9606.ENSP00000363117,9606.ENSP00000363377,9606.ENSP00000363654,9606.ENSP00000363827,9606.ENSP00000364526,9606.ENSP00000366109,9606.ENSP00000368632,9606.ENSP00000370408,9606.ENSP00000383053,9606.ENSP00000399511,9606.ENSP00000438209,9606.ENSP00000493716","HES1,HOXB7,CDC42EP1,BTG1,THBS1,SEMA7A,SLC9A3R1,GRHL3,GLUL,DAB2,WNT11,FMNL1,EPHB3,PARVA,SHTN1,PLXNB1,ARHGAP18,ZDHHC6,FGR,FOXO4,PALM2AKAP2,HSPG2,JCAD,ANXA1,GATA3,CDX2,EPHB2,TNIK,SP6,EFNB2"
48,GO:0003279,Cardiac septum development,10,107,0.89,0.00045,"9606.ENSP00000231121,9606.ENSP00000232424,9606.ENSP00000239243,9606.ENSP00000257566,9606.ENSP00000325526,9606.ENSP00000334008,9606.ENSP00000368632,9606.ENSP00000392028,9606.ENSP00000405004,9606.ENSP00000497112","HAND1,HES1,MSX2,TBX3,WNT11,PARVA,GATA3,CHD7,ACVR1,HOXA13"
49,GO:0043588,Skin development,15,266,0.67,0.00049,"9606.ENSP00000225964,9606.ENSP00000243056,9606.ENSP00000264731,9606.ENSP00000275493,9606.ENSP00000288955,9606.ENSP00000296585,9606.ENSP00000301653,9606.ENSP00000324693,9606.ENSP00000329243,9606.ENSP00000360316,9606.ENSP00000366109,9606.ENSP00000419446,9606.ENSP00000425556,9606.ENSP00000449404,9606.ENSP00000478927","COL1A1,HOXC13,TP63,EGFR,GRHL3,ITGA2,KRT16,GRHL1,KRT7,DHCR24,ANXA1,ADAM9,PALLD,KRT8,YAP1"
50,GO:0001892,Embryonic placenta development,9,87,0.93,0.00067,"9606.ENSP00000231121,9606.ENSP00000232424,9606.ENSP00000275493,9606.ENSP00000351742,9606.ENSP00000355124,9606.ENSP00000370408,9606.ENSP00000377721,9606.ENSP00000427514,9606.ENSP00000495564","HAND1,HES1,EGFR,TFEB,KRT19,CDX2,NR2F2,CEBPA,GRHL2"
51,GO:0042127,Regulation of cell population proliferation,43,1669,0.33,0.00074,"9606.ENSP00000199389,9606.ENSP00000222399,9606.ENSP00000232424,9606.ENSP00000239243,9606.ENSP00000256015,9606.ENSP00000257566,9606.ENSP00000260356,9606.ENSP00000262613,9606.ENSP00000264731,9606.ENSP00000265734,9606.ENSP00000275493,9606.ENSP00000296522,9606.ENSP00000296585,9606.ENSP00000296861,9606.ENSP00000304895,9606.ENSP00000307900,9606.ENSP00000313391,9606.ENSP00000320084,9606.ENSP00000325526,9606.ENSP00000341170,9606.ENSP00000342385,9606.ENSP00000348931,9606.ENSP00000351338,9606.ENSP00000358765,9606.ENSP00000360316,9606.ENSP00000363377,9606.ENSP00000364526,9606.ENSP00000366109,9606.ENSP00000368632,9606.ENSP00000370408,9606.ENSP00000377721,9606.ENSP00000379330,9606.ENSP00000383053,9606.ENSP00000389326,9606.ENSP00000401445,9606.ENSP00000427514,9606.ENSP00000428924,9606.ENSP00000455215,9606.ENSP00000478927,9606.ENSP00000486891,9606.ENSP00000493716,9606.ENSP00000496438,9606.ENSP00000501092","EIF2AK1,LAMB1,HES1,MSX2,BTG1,TBX3,THBS1,SLC9A3R1,TP63,CDK6,EGFR,HPGD,ITGA2,TNFRSF21,IRS1,GLUL,DAB2,CD276,WNT11,PTN,PTGES,FABP7,PLXNB1,TPBG,DHCR24,FOXO4,JCAD,ANXA1,GATA3,CDX2,NR2F2,NFATC2,EPHB2,ACE2,ERN1,CEBPA,LYN,ADGRG1,YAP1,TCF7L2,EFNB2,S1PR2,TFAP2A"
52,GO:0000902,Cell morphogenesis,25,708,0.46,0.00075,"9606.ENSP00000222399,9606.ENSP00000232424,9606.ENSP00000261918,9606.ENSP00000262613,9606.ENSP00000275493,9606.ENSP00000332118,9606.ENSP00000334008,9606.ENSP00000341170,9606.ENSP00000347454,9606.ENSP00000347532,9606.ENSP00000351338,9606.ENSP00000358765,9606.ENSP00000366070,9606.ENSP00000368632,9606.ENSP00000373937,9606.ENSP00000374309,9606.ENSP00000383053,9606.ENSP00000385478,9606.ENSP00000399511,9606.ENSP00000425556,9606.ENSP00000478927,9606.ENSP00000486285,9606.ENSP00000493716,9606.ENSP00000495564,9606.ENSP00000497112","LAMB1,HES1,SEMA7A,SLC9A3R1,EGFR,EPHB3,PARVA,PTN,ANO1,SHTN1,PLXNB1,TPBG,RILPL1,GATA3,PRTG,LAMA1,EPHB2,CRPPA,TNIK,PALLD,YAP1,FARP1,EFNB2,GRHL2,HOXA13"
53,GO:0048608,Reproductive structure development,19,436,0.56,0.00075,"9606.ENSP00000231121,9606.ENSP00000232424,9606.ENSP00000257566,9606.ENSP00000264731,9606.ENSP00000275493,9606.ENSP00000341170,9606.ENSP00000351742,9606.ENSP00000355124,9606.ENSP00000360316,9606.ENSP00000366109,9606.ENSP00000368632,9606.ENSP00000370408,9606.ENSP00000377721,9606.ENSP00000392028,9606.ENSP00000427514,9606.ENSP00000455215,9606.ENSP00000464162,9606.ENSP00000495564,9606.ENSP00000497112","HAND1,HES1,TBX3,TP63,EGFR,PTN,TFEB,KRT19,DHCR24,ANXA1,GATA3,CDX2,NR2F2,CHD7,CEBPA,ADGRG1,GREB1L,GRHL2,HOXA13"
54,GO:0060562,Epithelial tube morphogenesis,16,315,0.62,0.00075,"9606.ENSP00000217131,9606.ENSP00000231121,9606.ENSP00000232424,9606.ENSP00000239243,9606.ENSP00000256194,9606.ENSP00000257566,9606.ENSP00000288955,9606.ENSP00000325526,9606.ENSP00000367817,9606.ENSP00000368632,9606.ENSP00000374309,9606.ENSP00000405004,9606.ENSP00000464162,9606.ENSP00000478927,9606.ENSP00000493716,9606.ENSP00000495564","CTSZ,HAND1,HES1,MSX2,MICAL2,TBX3,GRHL3,WNT11,PODXL,GATA3,LAMA1,ACVR1,GREB1L,YAP1,EFNB2,GRHL2"
55,GO:0051240,Positive regulation of multicellular organismal process,40,1505,0.34,0.00079,"9606.ENSP00000225964,9606.ENSP00000232424,9606.ENSP00000239165,9606.ENSP00000239243,9606.ENSP00000256015,9606.ENSP00000260356,9606.ENSP00000261918,9606.ENSP00000264731,9606.ENSP00000296585,9606.ENSP00000297258,9606.ENSP00000313391,9606.ENSP00000316779,9606.ENSP00000320084,9606.ENSP00000325526,9606.ENSP00000332118,9606.ENSP00000341170,9606.ENSP00000347532,9606.ENSP00000351338,9606.ENSP00000353007,9606.ENSP00000355330,9606.ENSP00000358765,9606.ENSP00000363117,9606.ENSP00000364526,9606.ENSP00000366109,9606.ENSP00000368632,9606.ENSP00000368678,9606.ENSP00000373964,9606.ENSP00000375066,9606.ENSP00000383053,9606.ENSP00000389326,9606.ENSP00000392028,9606.ENSP00000402760,9606.ENSP00000405004,9606.ENSP00000423563,9606.ENSP00000425824,9606.ENSP00000428924,9606.ENSP00000478927,9606.ENSP00000486891,9606.ENSP00000493716,9606.ENSP00000501092","COL1A1,HES1,HOXB7,MSX2,BTG1,THBS1,SEMA7A,TP63,ITGA2,FABP5,DAB2,BIN1,CD276,WNT11,EPHB3,PTN,SHTN1,PLXNB1,SULF2,TGM2,TPBG,FGR,JCAD,ANXA1,GATA3,AGRN,SMTNL2,HCAR2,EPHB2,ACE2,CHD7,SLC22A5,ACVR1,MACROH2A1,CAMK2D,LYN,YAP1,TCF7L2,EFNB2,TFAP2A"
56,GO:0008544,Epidermis development,16,320,0.62,0.00083,"9606.ENSP00000232424,9606.ENSP00000243056,9606.ENSP00000262613,9606.ENSP00000264731,9606.ENSP00000275493,9606.ENSP00000288955,9606.ENSP00000297258,9606.ENSP00000301653,9606.ENSP00000324693,9606.ENSP00000329243,9606.ENSP00000366109,9606.ENSP00000419446,9606.ENSP00000425556,9606.ENSP00000449404,9606.ENSP00000478927,9606.ENSP00000495564","HES1,HOXC13,SLC9A3R1,TP63,EGFR,GRHL3,FABP5,KRT16,GRHL1,KRT7,ANXA1,ADAM9,PALLD,KRT8,YAP1,GRHL2"
57,GO:0003007,Heart morphogenesis,14,247,0.67,0.00087,"9606.ENSP00000070846,9606.ENSP00000231121,9606.ENSP00000232424,9606.ENSP00000239243,9606.ENSP00000256194,9606.ENSP00000257566,9606.ENSP00000325526,9606.ENSP00000334008,9606.ENSP00000356581,9606.ENSP00000368632,9606.ENSP00000392028,9606.ENSP00000405004,9606.ENSP00000478927,9606.ENSP00000495564","PKP2,HAND1,HES1,MSX2,MICAL2,TBX3,WNT11,PARVA,ADGRG6,GATA3,CHD7,ACVR1,YAP1,GRHL2"
58,GO:0045597,Positive regulation of cell differentiation,28,876,0.42,0.0011,"9606.ENSP00000222399,9606.ENSP00000225964,9606.ENSP00000232424,9606.ENSP00000239243,9606.ENSP00000256015,9606.ENSP00000261918,9606.ENSP00000264731,9606.ENSP00000313391,9606.ENSP00000316779,9606.ENSP00000341170,9606.ENSP00000347532,9606.ENSP00000351338,9606.ENSP00000355330,9606.ENSP00000366109,9606.ENSP00000368632,9606.ENSP00000370408,9606.ENSP00000374309,9606.ENSP00000381382,9606.ENSP00000383053,9606.ENSP00000405004,9606.ENSP00000423563,9606.ENSP00000427514,9606.ENSP00000428924,9606.ENSP00000478927,9606.ENSP00000479526,9606.ENSP00000486891,9606.ENSP00000493716,9606.ENSP00000496438","LAMB1,COL1A1,HES1,MSX2,BTG1,SEMA7A,TP63,DAB2,BIN1,PTN,SHTN1,PLXNB1,TGM2,ANXA1,GATA3,CDX2,LAMA1,TCF4,EPHB2,ACVR1,MACROH2A1,CEBPA,LYN,YAP1,DPF3,TCF7L2,EFNB2,S1PR2"
59,GO:0060411,Cardiac septum morphogenesis,8,70,0.97,0.0011,"9606.ENSP00000231121,9606.ENSP00000232424,9606.ENSP00000239243,9606.ENSP00000257566,9606.ENSP00000325526,9606.ENSP00000334008,9606.ENSP00000392028,9606.ENSP00000405004","HAND1,HES1,MSX2,TBX3,WNT11,PARVA,CHD7,ACVR1"
60,GO:0000904,Cell morphogenesis involved in differentiation,21,554,0.49,0.0015,"9606.ENSP00000222399,9606.ENSP00000232424,9606.ENSP00000261918,9606.ENSP00000262613,9606.ENSP00000332118,9606.ENSP00000334008,9606.ENSP00000341170,9606.ENSP00000347532,9606.ENSP00000351338,9606.ENSP00000358765,9606.ENSP00000366070,9606.ENSP00000368632,9606.ENSP00000373937,9606.ENSP00000374309,9606.ENSP00000383053,9606.ENSP00000385478,9606.ENSP00000425556,9606.ENSP00000486285,9606.ENSP00000493716,9606.ENSP00000495564,9606.ENSP00000497112","LAMB1,HES1,SEMA7A,SLC9A3R1,EPHB3,PARVA,PTN,SHTN1,PLXNB1,TPBG,RILPL1,GATA3,PRTG,LAMA1,EPHB2,CRPPA,PALLD,FARP1,EFNB2,GRHL2,HOXA13"
61,GO:0043065,Positive regulation of apoptotic process,20,507,0.51,0.0015,"9606.ENSP00000239243,9606.ENSP00000256015,9606.ENSP00000260356,9606.ENSP00000262613,9606.ENSP00000264731,9606.ENSP00000279488,9606.ENSP00000295006,9606.ENSP00000296522,9606.ENSP00000306285,9606.ENSP00000311344,9606.ENSP00000316779,9606.ENSP00000325526,9606.ENSP00000355330,9606.ENSP00000362924,9606.ENSP00000366109,9606.ENSP00000375066,9606.ENSP00000425824,9606.ENSP00000428924,9606.ENSP00000497112,9606.ENSP00000501092","MSX2,BTG1,THBS1,SLC9A3R1,TP63,DUSP6,CAPN2,HPGD,TPD52L1,PPP2R1B,BIN1,WNT11,TGM2,GSN,ANXA1,HCAR2,CAMK2D,LYN,HOXA13,TFAP2A"
62,GO:0048562,Embryonic organ morphogenesis,15,300,0.62,0.0015,"9606.ENSP00000231121,9606.ENSP00000232424,9606.ENSP00000239165,9606.ENSP00000256194,9606.ENSP00000257566,9606.ENSP00000262613,9606.ENSP00000288955,9606.ENSP00000325526,9606.ENSP00000368632,9606.ENSP00000383053,9606.ENSP00000392028,9606.ENSP00000405004,9606.ENSP00000478927,9606.ENSP00000495564,9606.ENSP00000501092","HAND1,HES1,HOXB7,MICAL2,TBX3,SLC9A3R1,GRHL3,WNT11,GATA3,EPHB2,CHD7,ACVR1,YAP1,GRHL2,TFAP2A"
63,GO:0055001,Muscle cell development,11,160,0.75,0.0016,"9606.ENSP00000232424,9606.ENSP00000257566,9606.ENSP00000279022,9606.ENSP00000316779,9606.ENSP00000327145,9606.ENSP00000352208,9606.ENSP00000355124,9606.ENSP00000379330,9606.ENSP00000386096,9606.ENSP00000386881,9606.ENSP00000455507","HES1,TBX3,MYL9,BIN1,FLNC,MYOF,KRT19,NFATC2,MYO18B,DYSF,OBSCN"
64,GO:0043009,Chordate embryonic development,23,654,0.46,0.0017,"9606.ENSP00000225964,9606.ENSP00000231121,9606.ENSP00000232424,9606.ENSP00000239165,9606.ENSP00000257566,9606.ENSP00000275493,9606.ENSP00000288955,9606.ENSP00000295006,9606.ENSP00000325526,9606.ENSP00000351742,9606.ENSP00000353007,9606.ENSP00000355124,9606.ENSP00000368632,9606.ENSP00000370408,9606.ENSP00000377721,9606.ENSP00000386096,9606.ENSP00000392028,9606.ENSP00000405004,9606.ENSP00000427514,9606.ENSP00000478061,9606.ENSP00000478927,9606.ENSP00000495564,9606.ENSP00000501092","COL1A1,HAND1,HES1,HOXB7,TBX3,EGFR,GRHL3,CAPN2,WNT11,TFEB,SULF2,KRT19,GATA3,CDX2,NR2F2,MYO18B,CHD7,ACVR1,CEBPA,MARCKS,YAP1,GRHL2,TFAP2A"
65,GO:0061138,Morphogenesis of a branching epithelium,11,162,0.75,0.0018,"9606.ENSP00000217131,9606.ENSP00000239243,9606.ENSP00000257566,9606.ENSP00000264731,9606.ENSP00000355330,9606.ENSP00000374309,9606.ENSP00000405004,9606.ENSP00000464162,9606.ENSP00000478927,9606.ENSP00000495564,9606.ENSP00000497112","CTSZ,MSX2,TBX3,TP63,TGM2,LAMA1,ACVR1,GREB1L,YAP1,GRHL2,HOXA13"
66,GO:0010817,Regulation of hormone levels,20,525,0.5,0.0022,"9606.ENSP00000217131,9606.ENSP00000222002,9606.ENSP00000225929,9606.ENSP00000257566,9606.ENSP00000268053,9606.ENSP00000304895,9606.ENSP00000307900,9606.ENSP00000313391,9606.ENSP00000320378,9606.ENSP00000347454,9606.ENSP00000358421,9606.ENSP00000366109,9606.ENSP00000368632,9606.ENSP00000375066,9606.ENSP00000389326,9606.ENSP00000392028,9606.ENSP00000428924,9606.ENSP00000445122,9606.ENSP00000482760,9606.ENSP00000486891","CTSZ,SULT2A1,HSD17B1,TBX3,CYP11A1,IRS1,GLUL,DAB2,SLC7A8,ANO1,HSD3B1,ANXA1,GATA3,HCAR2,ACE2,CHD7,LYN,HSD3B2,PCSK6,TCF7L2"
67,GO:0045604,Regulation of epidermal cell differentiation,7,57,1.01,0.0024,"9606.ENSP00000232424,9606.ENSP00000239243,9606.ENSP00000247225,9606.ENSP00000264731,9606.ENSP00000324693,9606.ENSP00000423563,9606.ENSP00000495564","HES1,MSX2,SGPP1,TP63,GRHL1,MACROH2A1,GRHL2"
68,GO:0048522,Positive regulation of cellular process,99,5584,0.16,0.0024,"9606.ENSP00000014914,9606.ENSP00000220325,9606.ENSP00000222399,9606.ENSP00000225964,9606.ENSP00000231121,9606.ENSP00000232424,9606.ENSP00000239165,9606.ENSP00000239243,9606.ENSP00000243056,9606.ENSP00000249014,9606.ENSP00000254436,9606.ENSP00000256015,9606.ENSP00000256194,9606.ENSP00000257566,9606.ENSP00000260356,9606.ENSP00000261461,9606.ENSP00000261918,9606.ENSP00000262613,9606.ENSP00000264731,9606.ENSP00000265734,9606.ENSP00000275493,9606.ENSP00000279488,9606.ENSP00000288955,9606.ENSP00000295006,9606.ENSP00000296522,9606.ENSP00000296585,9606.ENSP00000297258,9606.ENSP00000297689,9606.ENSP00000300245,9606.ENSP00000304895,9606.ENSP00000306285,9606.ENSP00000307900,9606.ENSP00000311344,9606.ENSP00000313391,9606.ENSP00000316779,9606.ENSP00000320084,9606.ENSP00000324693,9606.ENSP00000325526,9606.ENSP00000328004,9606.ENSP00000332118,9606.ENSP00000341170,9606.ENSP00000342385,9606.ENSP00000346809,9606.ENSP00000347454,9606.ENSP00000347532,9606.ENSP00000351338,9606.ENSP00000351602,9606.ENSP00000351742,9606.ENSP00000353007,9606.ENSP00000355330,9606.ENSP00000355955,9606.ENSP00000356515,9606.ENSP00000358413,9606.ENSP00000358765,9606.ENSP00000359668,9606.ENSP00000362924,9606.ENSP00000363117,9606.ENSP00000363377,9606.ENSP00000364032,9606.ENSP00000364526,9606.ENSP00000366109,9606.ENSP00000367263,9606.ENSP00000367817,9606.ENSP00000368632,9606.ENSP00000368678,9606.ENSP00000370408,9606.ENSP00000374309,9606.ENSP00000375066,9606.ENSP00000377721,9606.ENSP00000379330,9606.ENSP00000381382,9606.ENSP00000383053,9606.ENSP00000385616,9606.ENSP00000386456,9606.ENSP00000389326,9606.ENSP00000392028,9606.ENSP00000399511,9606.ENSP00000401445,9606.ENSP00000405004,9606.ENSP00000419235,9606.ENSP00000419446,9606.ENSP00000420267,9606.ENSP00000423563,9606.ENSP00000425824,9606.ENSP00000427514,9606.ENSP00000428924,9606.ENSP00000435585,9606.ENSP00000439689,9606.ENSP00000449960,9606.ENSP00000455215,9606.ENSP00000478927,9606.ENSP00000479526,9606.ENSP00000486891,9606.ENSP00000487363,9606.ENSP00000493716,9606.ENSP00000495564,9606.ENSP00000496438,9606.ENSP00000497112,9606.ENSP00000501092","GPRC5A,EHD4,LAMB1,COL1A1,HAND1,HES1,HOXB7,MSX2,HOXC13,CDC42EP1,TRIM21,BTG1,MICAL2,TBX3,THBS1,PPP2R5A,SEMA7A,SLC9A3R1,TP63,CDK6,EGFR,DUSP6,GRHL3,CAPN2,HPGD,ITGA2,FABP5,NFIL3,AKTIP,IRS1,TPD52L1,GLUL,PPP2R1B,DAB2,BIN1,CD276,GRHL1,WNT11,YAF2,EPHB3,PTN,PTGES,PGAP1,ANO1,SHTN1,PLXNB1,FUT4,TFEB,SULF2,TGM2,NENF,UTRN,ZDHHC6,TPBG,VGLL1,GSN,FGR,FOXO4,TAP2,JCAD,ANXA1,AHNAK,PODXL,GATA3,AGRN,CDX2,LAMA1,HCAR2,NR2F2,NFATC2,TCF4,EPHB2,SUN2,AAK1,ACE2,CHD7,TNIK,ERN1,ACVR1,TCAF1,ADAM9,NR6A1,MACROH2A1,CAMK2D,CEBPA,LYN,EPS8L2,TRERF1,CALCOCO1,ADGRG1,YAP1,DPF3,TCF7L2,HAVCR1,EFNB2,GRHL2,S1PR2,HOXA13,TFAP2A"
69,GO:0045616,Regulation of keratinocyte differentiation,6,37,1.13,0.0025,"9606.ENSP00000239243,9606.ENSP00000247225,9606.ENSP00000264731,9606.ENSP00000324693,9606.ENSP00000423563,9606.ENSP00000495564","MSX2,SGPP1,TP63,GRHL1,MACROH2A1,GRHL2"
